STM Crolles data; Norm= 32020
nm
uR 350.97624 0.0 0.157526546 0.01
uR 354.269018 0.0 0.15003123 0.01
uR 357.561463 0.0 0.150062461 0.01
uR 360.853576 0.0 0.151374141 0.01
uR 364.145357 0.0 0.153404122 0.01
uR 367.436805 0.0 0.159244222 0.01
uR 370.72792 0.0 0.172798251 0.01
uR 374.018704 0.0 0.183291693 0.01
uR 377.309154 0.0 0.19996877 0.01
uR 380.599273 0.0 0.21296065 0.01
uR 383.889059 0.0 0.227638976 0.01
uR 387.178512 0.0 0.237601499 0.01
uR 390.467634 0.0 0.249063086 0.01
uR 393.756422 0.0 0.256027483 0.01
uR 397.044879 0.0 0.26430356 0.01
uR 400.333003 0.0 0.271267958 0.01
uR 403.620794 0.0 0.277482823 0.01
uR 406.908253 0.0 0.280637102 0.01
uR 410.19538 0.0 0.283728919 0.01
uR 413.482174 0.0 0.283198001 0.01
uR 416.768636 0.0 0.282667083 0.01
uR 420.054765 0.0 0.280668332 0.01
uR 423.340563 0.0 0.279294191 0.01
uR 426.626027 0.0 0.275421611 0.01
uR 429.911159 0.0 0.272017489 0.01
uR 433.195959 0.0 0.268707058 0.01
uR 436.480426 0.0 0.265240475 0.01
uR 439.764561 0.0 0.261773891 0.01
uR 443.048364 0.0 0.259837601 0.01
uR 446.331834 0.0 0.257589007 0.01
uR 449.614972 0.0 0.256558401 0.01
uR 452.897777 0.0 0.256214866 0.01
uR 456.18025 0.0 0.25712055 0.01
uR 459.46239 0.0 0.258525921 0.01
uR 462.744198 0.0 0.261336665 0.01
uR 466.025674 0.0 0.265084322 0.01
uR 469.306817 0.0 0.269300437 0.01
uR 472.587628 0.0 0.273797626 0.01
uR 475.868106 0.0 0.279668957 0.01
uR 479.148252 0.0 0.286258588 0.01
uR 482.428066 0.0 0.293254216 0.01
uR 485.707547 0.0 0.298906933 0.01
uR 488.986696 0.0 0.307713929 0.01
uR 492.265512 0.0 0.315053092 0.01
uR 495.543996 0.0 0.322579638 0.01
uR 498.822147 0.0 0.329419113 0.01
uR 502.099966 0.0 0.33638351 0.01
uR 505.377453 0.0 0.342692067 0.01
uR 508.654607 0.0 0.348969394 0.01
uR 511.931429 0.0 0.353685197 0.01
uR 515.207918 0.0 0.359494066 0.01
uR 518.484075 0.0 0.363054341 0.01
uR 521.7599 0.0 0.367426608 0.01
uR 525.035392 0.0 0.371705184 0.01
uR 528.310551 0.0 0.373610244 0.01
uR 531.585379 0.0 0.374859463 0.01
uR 534.859874 0.0 0.376920675 0.01
uR 538.134036 0.0 0.378981886 0.01
uR 541.407866 0.0 0.379918801 0.01
uR 544.681364 0.0 0.380824485 0.01
uR 547.954529 0.0 0.380980637 0.01
uR 551.227362 0.0 0.380012492 0.01
uR 554.499862 0.0 0.379075578 0.01
uR 557.77203 0.0 0.37857589 0.01
uR 561.043866 0.0 0.376733292 0.01
uR 564.315369 0.0 0.375234229 0.01
uR 567.58654 0.0 0.372829482 0.01
uR 570.857378 0.0 0.371049344 0.01
uR 574.127884 0.0 0.368488445 0.01
uR 577.398057 0.0 0.365677701 0.01
uR 580.667898 0.0 0.363741412 0.01
uR 583.937407 0.0 0.361492817 0.01
uR 587.206583 0.0 0.359212992 0.01
uR 590.475427 0.0 0.356933167 0.01
uR 593.743938 0.0 0.354434728 0.01
uR 597.012117 0.0 0.352717052 0.01
uR 600.279964 0.0 0.351342911 0.01
uR 603.547478 0.0 0.348782011 0.01
uR 606.81466 0.0 0.346283573 0.01
uR 610.081509 0.0 0.345627733 0.01
uR 613.348026 0.0 0.343941287 0.01
uR 616.61421 0.0 0.343410369 0.01
uR 619.880062 0.0 0.34219238 0.01
uR 623.145582 0.0 0.341068082 0.01
uR 626.410769 0.0 0.341005621 0.01
uR 629.675624 0.0 0.339506558 0.01
uR 632.940147 0.0 0.338632105 0.01
uR 636.204337 0.0 0.339506558 0.01
uR 639.468194 0.0 0.339381636 0.01
uR 642.731719 0.0 0.339287945 0.01
uR 645.994912 0.0 0.340443473 0.01
uR 649.257772 0.0 0.342067458 0.01
uR 652.5203 0.0 0.343035603 0.01
uR 655.782496 0.0 0.344565896 0.01
uR 659.044359 0.0 0.345815116 0.01
uR 662.305889 0.0 0.348500937 0.01
uR 665.567088 0.0 0.350187383 0.01
uR 668.827954 0.0 0.352435978 0.01
uR 672.088487 0.0 0.354622111 0.01
uR 675.348688 0.0 0.356683323 0.01
uR 678.608556 0.0 0.358400999 0.01
uR 681.868093 0.0 0.361336665 0.01
uR 685.127296 0.0 0.363304185 0.01
uR 688.386168 0.0 0.36558401 0.01
uR 691.644707 0.0 0.367707683 0.01
uR 694.902913 0.0 0.369331668 0.01
uR 698.160787 0.0 0.372298563 0.01
uR 701.418329 0.0 0.374984385 0.01
uR 704.675538 0.0 0.376202374 0.01
uR 707.932415 0.0 0.377638976 0.01
uR 711.188959 0.0 0.379294191 0.01
uR 714.445171 0.0 0.381636477 0.01
uR 717.701051 0.0 0.383822611 0.01
uR 720.956598 0.0 0.385134291 0.01
uR 724.211813 0.0 0.386976889 0.01
uR 727.466695 0.0 0.388194878 0.01
uR 730.721245 0.0 0.389912555 0.01
uR 733.975463 0.0 0.391880075 0.01
uR 737.229348 0.0 0.392442224 0.01
uR 740.4829 0.0 0.393316677 0.01
uR 743.736121 0.0 0.394316052 0.01
uR 746.989009 0.0 0.395752655 0.01
uR 750.241564 0.0 0.39544035 0.01
uR 753.493787 0.0 0.397189257 0.01
uR 756.745678 0.0 0.397688944 0.01
uR 759.997236 0.0 0.399156777 0.01
uR 763.248462 0.0 0.399469082 0.01
uR 766.499355 0.0 0.400593379 0.01
uR 769.749916 0.0 0.399188007 0.01
uR 773.000144 0.0 0.400187383 0.01
uR 776.25004 0.0 0.399594004 0.01
uR 779.499604 0.0 0.398157402 0.01
uR 782.748835 0.0 0.398938164 0.01
uR 785.997734 0.0 0.398188632 0.01
uR 789.246301 0.0 0.39803248 0.01
uR 792.494535 0.0 0.397158026 0.01
uR 795.742436 0.0 0.394659588 0.01
uR 798.990006 0.0 0.394565896 0.01
uR 802.237242 0.0 0.392973142 0.01
uR 805.484147 0.0 0.393379138 0.01
uR 808.730719 0.0 0.391973766 0.01
