STM Crolles data; Norm= 32020
nm
uR 350.97624 0.0 0.189100562 0.01
uR 354.269018 0.0 0.19868832 0.01
uR 357.561463 0.0 0.204403498 0.01
uR 360.853576 0.0 0.21364772 0.01
uR 364.145357 0.0 0.215708932 0.01
uR 367.436805 0.0 0.222767021 0.01
uR 370.72792 0.0 0.233541537 0.01
uR 374.018704 0.0 0.235852592 0.01
uR 377.309154 0.0 0.239444097 0.01
uR 380.599273 0.0 0.242504685 0.01
uR 383.889059 0.0 0.23963148 0.01
uR 387.178512 0.0 0.235103061 0.01
uR 390.467634 0.0 0.230949407 0.01
uR 393.756422 0.0 0.226514678 0.01
uR 397.044879 0.0 0.2233604 0.01
uR 400.333003 0.0 0.221861337 0.01
uR 403.620794 0.0 0.220612117 0.01
uR 406.908253 0.0 0.219394129 0.01
uR 410.19538 0.0 0.219831355 0.01
uR 413.482174 0.0 0.221049344 0.01
uR 416.768636 0.0 0.223547783 0.01
uR 420.054765 0.0 0.227982511 0.01
uR 423.340563 0.0 0.233916302 0.01
uR 426.626027 0.0 0.239943785 0.01
uR 429.911159 0.0 0.247220487 0.01
uR 433.195959 0.0 0.255496565 0.01
uR 436.480426 0.0 0.264428482 0.01
uR 439.764561 0.0 0.272610868 0.01
uR 443.048364 0.0 0.281574016 0.01
uR 446.331834 0.0 0.290818239 0.01
uR 449.614972 0.0 0.299562773 0.01
uR 452.897777 0.0 0.307370394 0.01
uR 456.18025 0.0 0.31492817 0.01
uR 459.46239 0.0 0.322236102 0.01
uR 462.744198 0.0 0.327982511 0.01
uR 466.025674 0.0 0.334259838 0.01
uR 469.306817 0.0 0.338819488 0.01
uR 472.587628 0.0 0.342098688 0.01
uR 475.868106 0.0 0.345284197 0.01
uR 479.148252 0.0 0.348594628 0.01
uR 482.428066 0.0 0.350187383 0.01
uR 485.707547 0.0 0.351374141 0.01
uR 488.986696 0.0 0.352373517 0.01
uR 492.265512 0.0 0.353341661 0.01
uR 495.543996 0.0 0.353497814 0.01
uR 498.822147 0.0 0.353123048 0.01
uR 502.099966 0.0 0.351530294 0.01
uR 505.377453 0.0 0.350249844 0.01
uR 508.654607 0.0 0.34937539 0.01
uR 511.931429 0.0 0.346252342 0.01
uR 515.207918 0.0 0.344472205 0.01
uR 518.484075 0.0 0.342004997 0.01
uR 521.7599 0.0 0.340068707 0.01
uR 525.035392 0.0 0.336414741 0.01
uR 528.310551 0.0 0.333885072 0.01
uR 531.585379 0.0 0.331261711 0.01
uR 534.859874 0.0 0.329044347 0.01
uR 538.134036 0.0 0.327232979 0.01
uR 541.407866 0.0 0.326171143 0.01
uR 544.681364 0.0 0.324578389 0.01
uR 547.954529 0.0 0.322923173 0.01
