STM Crolles data; Norm= 32020
nm
uR 350.97624 0.0 0.193847595 0.01
uR 354.269018 0.0 0.19350406 0.01
uR 357.561463 0.0 0.190349781 0.01
uR 360.853576 0.0 0.186102436 0.01
uR 364.145357 0.0 0.183041849 0.01
uR 367.436805 0.0 0.179700187 0.01
uR 370.72792 0.0 0.182823235 0.01
uR 374.018704 0.0 0.179793879 0.01
uR 377.309154 0.0 0.184697064 0.01
uR 380.599273 0.0 0.191317926 0.01
uR 383.889059 0.0 0.196533417 0.01
uR 387.178512 0.0 0.201436602 0.01
uR 390.467634 0.0 0.21105559 0.01
uR 393.756422 0.0 0.21880075 0.01
uR 397.044879 0.0 0.230012492 0.01
uR 400.333003 0.0 0.241911305 0.01
uR 403.620794 0.0 0.253310431 0.01
uR 406.908253 0.0 0.264178638 0.01
uR 410.19538 0.0 0.273953779 0.01
uR 413.482174 0.0 0.282198626 0.01
uR 416.768636 0.0 0.288507183 0.01
uR 420.054765 0.0 0.294472205 0.01
uR 423.340563 0.0 0.299437851 0.01
uR 426.626027 0.0 0.302123673 0.01
uR 429.911159 0.0 0.303716427 0.01
uR 433.195959 0.0 0.304934416 0.01
uR 436.480426 0.0 0.304747033 0.01
uR 439.764561 0.0 0.302654591 0.01
uR 443.048364 0.0 0.30065584 0.01
uR 446.331834 0.0 0.297876327 0.01
uR 449.614972 0.0 0.294909432 0.01
uR 452.897777 0.0 0.291599001 0.01
uR 456.18025 0.0 0.287476577 0.01
uR 459.46239 0.0 0.283354154 0.01
uR 462.744198 0.0 0.280043723 0.01
uR 466.025674 0.0 0.277607745 0.01
uR 469.306817 0.0 0.276171143 0.01
uR 472.587628 0.0 0.273985009 0.01
uR 475.868106 0.0 0.272985634 0.01
uR 479.148252 0.0 0.273735166 0.01
uR 482.428066 0.0 0.27467208 0.01
uR 485.707547 0.0 0.276108682 0.01
uR 488.986696 0.0 0.28054341 0.01
uR 492.265512 0.0 0.284134916 0.01
uR 495.543996 0.0 0.289194254 0.01
uR 498.822147 0.0 0.294659588 0.01
uR 502.099966 0.0 0.300343535 0.01
uR 505.377453 0.0 0.307307933 0.01
uR 508.654607 0.0 0.314241099 0.01
uR 511.931429 0.0 0.320018738 0.01
uR 515.207918 0.0 0.327763898 0.01
uR 518.484075 0.0 0.33379138 0.01
uR 521.7599 0.0 0.341255465 0.01
uR 525.035392 0.0 0.34675203 0.01
