STM Crolles data; Norm= 32020
nm
uR 350.97624 0.0 0.208931918 0.01
uR 354.269018 0.0 0.206589631 0.01
uR 357.561463 0.0 0.20587133 0.01
uR 360.853576 0.0 0.203310431 0.01
uR 364.145357 0.0 0.198500937 0.01
uR 367.436805 0.0 0.197470331 0.01
uR 370.72792 0.0 0.192723298 0.01
uR 374.018704 0.0 0.193222986 0.01
uR 377.309154 0.0 0.195034354 0.01
uR 380.599273 0.0 0.194971893 0.01
uR 383.889059 0.0 0.196627108 0.01
uR 387.178512 0.0 0.199188007 0.01
uR 390.467634 0.0 0.202873204 0.01
uR 393.756422 0.0 0.209337914 0.01
uR 397.044879 0.0 0.218363523 0.01
uR 400.333003 0.0 0.227514054 0.01
uR 403.620794 0.0 0.239693941 0.01
uR 406.908253 0.0 0.251030606 0.01
uR 410.19538 0.0 0.261524047 0.01
uR 413.482174 0.0 0.271111805 0.01
uR 416.768636 0.0 0.280980637 0.01
uR 420.054765 0.0 0.289662711 0.01
uR 423.340563 0.0 0.296408495 0.01
uR 426.626027 0.0 0.302560899 0.01
uR 429.911159 0.0 0.30780762 0.01
uR 433.195959 0.0 0.310181137 0.01
uR 436.480426 0.0 0.313054341 0.01
uR 439.764561 0.0 0.313241724 0.01
uR 443.048364 0.0 0.313210493 0.01
uR 446.331834 0.0 0.311805122 0.01
uR 449.614972 0.0 0.309837601 0.01
uR 452.897777 0.0 0.306964397 0.01
uR 456.18025 0.0 0.303997502 0.01
uR 459.46239 0.0 0.29937539 0.01
uR 462.744198 0.0 0.296064959 0.01
uR 466.025674 0.0 0.29222361 0.01
uR 469.306817 0.0 0.289412867 0.01
uR 472.587628 0.0 0.286102436 0.01
uR 475.868106 0.0 0.283978763 0.01
uR 479.148252 0.0 0.281886321 0.01
uR 482.428066 0.0 0.280918176 0.01
uR 485.707547 0.0 0.280699563 0.01
uR 488.986696 0.0 0.281730169 0.01
uR 492.265512 0.0 0.284134916 0.01
uR 495.543996 0.0 0.286820737 0.01
uR 498.822147 0.0 0.290599625 0.01
uR 502.099966 0.0 0.295003123 0.01
uR 505.377453 0.0 0.300437227 0.01
uR 508.654607 0.0 0.305777639 0.01
uR 511.931429 0.0 0.311992505 0.01
uR 515.207918 0.0 0.31945659 0.01
uR 518.484075 0.0 0.324890693 0.01
uR 521.7599 0.0 0.330918176 0.01
uR 525.035392 0.0 0.337164272 0.01
uR 528.310551 0.0 0.344440974 0.01
uR 531.585379 0.0 0.350218613 0.01
uR 534.859874 0.0 0.356901936 0.01
uR 538.134036 0.0 0.361898813 0.01
uR 541.407866 0.0 0.368113679 0.01
uR 544.681364 0.0 0.372985634 0.01
uR 547.954529 0.0 0.377857589 0.01
uR 551.227362 0.0 0.382167395 0.01
uR 554.499862 0.0 0.384915678 0.01
uR 557.77203 0.0 0.388194878 0.01
uR 561.043866 0.0 0.390505934 0.01
uR 564.315369 0.0 0.392535915 0.01
uR 567.58654 0.0 0.394284822 0.01
uR 570.857378 0.0 0.394909432 0.01
uR 574.127884 0.0 0.395752655 0.01
uR 577.398057 0.0 0.397001874 0.01
uR 580.667898 0.0 0.396533417 0.01
uR 583.937407 0.0 0.395971268 0.01
uR 587.206583 0.0 0.39544035 0.01
uR 590.475427 0.0 0.394846971 0.01
uR 593.743938 0.0 0.392973142 0.01
uR 597.012117 0.0 0.392504685 0.01
uR 600.279964 0.0 0.390662086 0.01
uR 603.547478 0.0 0.388632105 0.01
uR 606.81466 0.0 0.386196127 0.01
uR 610.081509 0.0 0.383853841 0.01
uR 613.348026 0.0 0.380886946 0.01
uR 616.61421 0.0 0.377888819 0.01
uR 619.880062 0.0 0.375484072 0.01
uR 623.145582 0.0 0.372329794 0.01
uR 626.410769 0.0 0.369550281 0.01
uR 629.675624 0.0 0.36558401 0.01
uR 632.940147 0.0 0.362398501 0.01
uR 636.204337 0.0 0.359494066 0.01
uR 639.468194 0.0 0.356308557 0.01
uR 642.731719 0.0 0.353622736 0.01
uR 645.994912 0.0 0.351374141 0.01
uR 649.257772 0.0 0.349531543 0.01
uR 652.5203 0.0 0.34678326 0.01
uR 655.782496 0.0 0.34547158 0.01
uR 659.044359 0.0 0.344097439 0.01
uR 662.305889 0.0 0.343691443 0.01
uR 665.567088 0.0 0.342254841 0.01
uR 668.827954 0.0 0.341505309 0.01
uR 672.088487 0.0 0.340943161 0.01
uR 675.348688 0.0 0.339975016 0.01
uR 678.608556 0.0 0.340162399 0.01
uR 681.868093 0.0 0.340131168 0.01
uR 685.127296 0.0 0.339975016 0.01
uR 688.386168 0.0 0.340818239 0.01
uR 691.644707 0.0 0.341411618 0.01
uR 694.902913 0.0 0.341411618 0.01
uR 698.160787 0.0 0.343098064 0.01
uR 701.418329 0.0 0.343816365 0.01
uR 704.675538 0.0 0.344753279 0.01
uR 707.932415 0.0 0.34609619 0.01
uR 711.188959 0.0 0.347845097 0.01
uR 714.445171 0.0 0.34871955 0.01
uR 717.701051 0.0 0.350936914 0.01
uR 720.956598 0.0 0.35196752 0.01
uR 724.211813 0.0 0.354122423 0.01
uR 727.466695 0.0 0.356027483 0.01
uR 730.721245 0.0 0.357401624 0.01
uR 733.975463 0.0 0.35846346 0.01
uR 737.229348 0.0 0.361336665 0.01
uR 740.4829 0.0 0.362898189 0.01
uR 743.736121 0.0 0.3649594 0.01
uR 746.989009 0.0 0.366427233 0.01
uR 750.241564 0.0 0.367770144 0.01
uR 753.493787 0.0 0.369956277 0.01
uR 756.745678 0.0 0.372017489 0.01
uR 759.997236 0.0 0.37404747 0.01
uR 763.248462 0.0 0.375421611 0.01
uR 766.499355 0.0 0.377701437 0.01
uR 769.749916 0.0 0.378076202 0.01
uR 773.000144 0.0 0.37923173 0.01
uR 776.25004 0.0 0.380793254 0.01
uR 779.499604 0.0 0.381605247 0.01
uR 782.748835 0.0 0.382823235 0.01
uR 785.997734 0.0 0.384134916 0.01
uR 789.246301 0.0 0.383822611 0.01
uR 792.494535 0.0 0.384572142 0.01
uR 795.742436 0.0 0.3850406 0.01
uR 798.990006 0.0 0.385415365 0.01
uR 802.237242 0.0 0.385790131 0.01
uR 805.484147 0.0 0.386664585 0.01
uR 808.730719 0.0 0.386695815 0.01
uR 811.976958 0.0 0.388038726 0.01
uR 815.222865 0.0 0.386602124 0.01
uR 818.46844 0.0 0.387414116 0.01
uR 821.713682 0.0 0.389100562 0.01
uR 824.958592 0.0 0.387726421 0.01
uR 828.20317 0.0 0.387320425 0.01
uR 831.447415 0.0 0.386602124 0.01
uR 834.691327 0.0 0.385259213 0.01
uR 837.934907 0.0 0.386258588 0.01
uR 841.178155 0.0 0.384134916 0.01
uR 844.42107 0.0 0.383385384 0.01
uR 847.663653 0.0 0.382510931 0.01
uR 850.905904 0.0 0.382542161 0.01
uR 854.147822 0.0 0.382104934 0.01
uR 857.389408 0.0 0.380074953 0.01
uR 860.630661 0.0 0.378482199 0.01
uR 863.871582 0.0 0.377420362 0.01
uR 867.11217 0.0 0.377357901 0.01
uR 870.352426 0.0 0.376296065 0.01
uR 873.59235 0.0 0.373703935 0.01
uR 876.831941 0.0 0.372673329 0.01
