STM Crolles data; Norm= 32020
nm
uR 350.97624 0.0 0.151905059 0.01
uR 354.269018 0.0 0.164209869 0.01
uR 357.561463 0.0 0.170393504 0.01
uR 360.853576 0.0 0.17985634 0.01
uR 364.145357 0.0 0.190943161 0.01
uR 367.436805 0.0 0.205309182 0.01
uR 370.72792 0.0 0.218988132 0.01
uR 374.018704 0.0 0.232354778 0.01
uR 377.309154 0.0 0.242692067 0.01
uR 380.599273 0.0 0.254653342 0.01
uR 383.889059 0.0 0.260274828 0.01
uR 387.178512 0.0 0.261805122 0.01
uR 390.467634 0.0 0.261773891 0.01
uR 393.756422 0.0 0.261773891 0.01
uR 397.044879 0.0 0.259868832 0.01
uR 400.333003 0.0 0.258119925 0.01
uR 403.620794 0.0 0.255434104 0.01
uR 406.908253 0.0 0.251467833 0.01
uR 410.19538 0.0 0.248251093 0.01
uR 413.482174 0.0 0.244003748 0.01
uR 416.768636 0.0 0.240505934 0.01
uR 420.054765 0.0 0.237820112 0.01
uR 423.340563 0.0 0.236164897 0.01
uR 426.626027 0.0 0.235352904 0.01
uR 429.911159 0.0 0.236164897 0.01
uR 433.195959 0.0 0.237164272 0.01
uR 436.480426 0.0 0.240755778 0.01
uR 439.764561 0.0 0.244597127 0.01
uR 443.048364 0.0 0.250218613 0.01
uR 446.331834 0.0 0.256152405 0.01
uR 449.614972 0.0 0.263304185 0.01
uR 452.897777 0.0 0.270206121 0.01
uR 456.18025 0.0 0.278013741 0.01
uR 459.46239 0.0 0.286695815 0.01
uR 462.744198 0.0 0.294191131 0.01
uR 466.025674 0.0 0.302873204 0.01
uR 469.306817 0.0 0.309650219 0.01
uR 472.587628 0.0 0.316333542 0.01
uR 475.868106 0.0 0.323547783 0.01
uR 479.148252 0.0 0.330480949 0.01
uR 482.428066 0.0 0.336321049 0.01
uR 485.707547 0.0 0.341130543 0.01
uR 488.986696 0.0 0.346970643 0.01
uR 492.265512 0.0 0.351467833 0.01
uR 495.543996 0.0 0.355434104 0.01
uR 498.822147 0.0 0.358307308 0.01
uR 502.099966 0.0 0.361211743 0.01
uR 505.377453 0.0 0.362866958 0.01
uR 508.654607 0.0 0.364896939 0.01
uR 511.931429 0.0 0.365740162 0.01
uR 515.207918 0.0 0.364803248 0.01
uR 518.484075 0.0 0.364615865 0.01
uR 521.7599 0.0 0.365396627 0.01
uR 525.035392 0.0 0.362585884 0.01
uR 528.310551 0.0 0.362242349 0.01
uR 531.585379 0.0 0.360524672 0.01
uR 534.859874 0.0 0.357932542 0.01
uR 538.134036 0.0 0.356839475 0.01
uR 541.407866 0.0 0.352998126 0.01
uR 544.681364 0.0 0.351686446 0.01
uR 547.954529 0.0 0.350218613 0.01
uR 551.227362 0.0 0.347938788 0.01
uR 554.499862 0.0 0.345190506 0.01
uR 557.77203 0.0 0.342473454 0.01
uR 561.043866 0.0 0.34091193 0.01
uR 564.315369 0.0 0.338725796 0.01
uR 567.58654 0.0 0.336820737 0.01
uR 570.857378 0.0 0.334697064 0.01
uR 574.127884 0.0 0.333354154 0.01
uR 577.398057 0.0 0.332604622 0.01
uR 580.667898 0.0 0.331386633 0.01
uR 583.937407 0.0 0.330668332 0.01
uR 587.206583 0.0 0.331105559 0.01
uR 590.475427 0.0 0.330886946 0.01
uR 593.743938 0.0 0.331417864 0.01
uR 597.012117 0.0 0.331917552 0.01
uR 600.279964 0.0 0.332792005 0.01
uR 603.547478 0.0 0.334665834 0.01
uR 606.81466 0.0 0.335290443 0.01
uR 610.081509 0.0 0.338132417 0.01
uR 613.348026 0.0 0.338600874 0.01
uR 616.61421 0.0 0.342098688 0.01
uR 619.880062 0.0 0.343035603 0.01
uR 623.145582 0.0 0.345534041 0.01
uR 626.410769 0.0 0.348219863 0.01
uR 629.675624 0.0 0.349687695 0.01
uR 632.940147 0.0 0.352904435 0.01
uR 636.204337 0.0 0.354747033 0.01
uR 639.468194 0.0 0.357495315 0.01
uR 642.731719 0.0 0.359369144 0.01
uR 645.994912 0.0 0.361773891 0.01
uR 649.257772 0.0 0.365053092 0.01
uR 652.5203 0.0 0.368519675 0.01
uR 655.782496 0.0 0.371111805 0.01
uR 659.044359 0.0 0.372985634 0.01
uR 662.305889 0.0 0.37660837 0.01
uR 665.567088 0.0 0.378919425 0.01
uR 668.827954 0.0 0.381698938 0.01
uR 672.088487 0.0 0.38444722 0.01
uR 675.348688 0.0 0.386602124 0.01
uR 678.608556 0.0 0.388850718 0.01
uR 681.868093 0.0 0.39028732 0.01
uR 685.127296 0.0 0.39287945 0.01
uR 688.386168 0.0 0.394097439 0.01
uR 691.644707 0.0 0.395752655 0.01
uR 694.902913 0.0 0.397720175 0.01
uR 698.160787 0.0 0.398469706 0.01
uR 701.418329 0.0 0.400343535 0.01
uR 704.675538 0.0 0.399843848 0.01
uR 707.932415 0.0 0.401249219 0.01
uR 711.188959 0.0 0.402404747 0.01
uR 714.445171 0.0 0.402748282 0.01
uR 717.701051 0.0 0.403997502 0.01
uR 720.956598 0.0 0.404059963 0.01
uR 724.211813 0.0 0.404216115 0.01
uR 727.466695 0.0 0.40452842 0.01
uR 730.721245 0.0 0.404122423 0.01
uR 733.975463 0.0 0.404778264 0.01
uR 737.229348 0.0 0.404871955 0.01
uR 740.4829 0.0 0.404903186 0.01
uR 743.736121 0.0 0.4032792 0.01
uR 746.989009 0.0 0.402748282 0.01
uR 750.241564 0.0 0.40196752 0.01
uR 753.493787 0.0 0.402810743 0.01
uR 756.745678 0.0 0.401811368 0.01
uR 759.997236 0.0 0.401686446 0.01
uR 763.248462 0.0 0.400249844 0.01
uR 766.499355 0.0 0.398657089 0.01
uR 769.749916 0.0 0.396939413 0.01
uR 773.000144 0.0 0.396470956 0.01
uR 776.25004 0.0 0.395065584 0.01
uR 779.499604 0.0 0.393004372 0.01
uR 782.748835 0.0 0.391755153 0.01
uR 785.997734 0.0 0.38960025 0.01
uR 789.246301 0.0 0.386945659 0.01
uR 792.494535 0.0 0.385259213 0.01
uR 795.742436 0.0 0.38313554 0.01
uR 798.990006 0.0 0.381667708 0.01
uR 802.237242 0.0 0.380137414 0.01
uR 805.484147 0.0 0.377326671 0.01
uR 808.730719 0.0 0.375484072 0.01
uR 811.976958 0.0 0.373922548 0.01
uR 815.222865 0.0 0.371392879 0.01
uR 818.46844 0.0 0.369581512 0.01
uR 821.713682 0.0 0.367083073 0.01
uR 824.958592 0.0 0.365240475 0.01
uR 828.20317 0.0 0.362710806 0.01
uR 831.447415 0.0 0.360149906 0.01
uR 834.691327 0.0 0.358338538 0.01
uR 837.934907 0.0 0.357432854 0.01
uR 841.178155 0.0 0.353841349 0.01
uR 844.42107 0.0 0.352029981 0.01
uR 847.663653 0.0 0.348782011 0.01
uR 850.905904 0.0 0.346908182 0.01
uR 854.147822 0.0 0.345096814 0.01
uR 857.389408 0.0 0.343066833 0.01
uR 860.630661 0.0 0.34028732 0.01
uR 863.871582 0.0 0.339256715 0.01
uR 867.11217 0.0 0.33507183 0.01
uR 870.352426 0.0 0.333947533 0.01
uR 873.59235 0.0 0.331105559 0.01
