F055_CMPPMD/F055-CREFA02-018.dat,459.4600098
F055_CMPPMD/F055-CREFA02-019.dat,461.4081543
F055_CMPPMD/F055-CREFA02-020.dat,461.8001953
F055_CMPPMD/F055-CREFA02-021.dat,461.300293
F055_CMPPMD/F055-CREFA02-022.dat,470.522168
F055_CMPPMD/F055-CREFA02-023.dat,468.1506348
F055_CMPPMD/F055-CREFA02-024.dat,467.6211914
F055_CMPPMD/F055-CREFA02-025.dat,484.7133301
F055_CMPPMD/F055-CREFA02-026.dat,484.5117188
F055_CMPPMD/F055-CREFA02-027.dat,480.5288086
F055_CMPPMD/F055-CREFA02-028.dat,487.0882324
F055_CMPPMD/F055-CREFA02-029.dat,484.1619141
F055_CMPPMD/F055-CREFA02-030.dat,488.9929199
F055_CMPPMD/F055-CREFA02-031.dat,485.2501953
F055_CMPPMD/F055-CREFA02-032.dat,489.4032227
F055_CMPPMD/F055-CREFA02-033.dat,483.9602539
F055_CMPPMD/F055-CREFA02-034.dat,473.2725586
F055_CMPPMD/F055-CREFA02-035.dat,459.2552246
F055_CMPPMD/F055-CREFA02-036.dat,457.2130371
F055_CMPPMD/F055-CREFA02-037.dat,461.2666016
F055_CMPPMD/F055-CREFA02-038.dat,463.1851074
F055_CMPPMD/F055-CREFA02-039.dat,469.1448242
F055_CMPPMD/F055-CREFA02-040.dat,462.8078613
F055_CMPPMD/F055-CREFA02-041.dat,461.5575684
F055_CMPPMD/F055-CREFA02-042.dat,479.9410156
F055_CMPPMD/F055-CREFA02-043.dat,482.9891113
F055_CMPPMD/F055-CREFA02-044.dat,479.7878418
F055_CMPPMD/F055-CREFA02-045.dat,479.5875977
F055_CMPPMD/F055-CREFA02-046.dat,482.6792969
F055_CMPPMD/F055-CREFA02-047.dat,492.5105957
F055_CMPPMD/F055-CREFA02-048.dat,484.0075195
F055_CMPPMD/F055-CREFA02-049.dat,485.5384766
F055_CMPPMD/F055-CREFA02-050.dat,477.2929199
F055_CMPPMD/F055-CREFA02-051.dat,469.4645996
F055_CMPPMD/F055-CREFA02-086.dat,464.8748047
F055_CMPPMD/F055-CREFA02-087.dat,463.2228027
F055_CMPPMD/F055-CREFA02-088.dat,470.5373047
F055_CMPPMD/F055-CREFA02-089.dat,467.7930176
F055_CMPPMD/F055-CREFA02-090.dat,468.0606934
F055_CMPPMD/F055-CREFA02-091.dat,469.7237793
F055_CMPPMD/F055-CREFA02-092.dat,464.5293945
F055_CMPPMD/F055-CREFA02-093.dat,482.6375488
F055_CMPPMD/F055-CREFA02-094.dat,478.6172363
F055_CMPPMD/F055-CREFA02-095.dat,476.3001953
F055_CMPPMD/F055-CREFA02-096.dat,482.950293
F055_CMPPMD/F055-CREFA02-097.dat,478.5455566
F055_CMPPMD/F055-CREFA02-098.dat,478.7784668
F055_CMPPMD/F055-CREFA02-099.dat,483.9125977
F055_CMPPMD/F055-CREFA02-100.dat,487.0606934
F055_CMPPMD/F055-CREFA02-101.dat,481.7007813
F055_CMPPMD/F055-CREFA02-102.dat,474.8085938
F055_CMPPMD/F055-CREFA02-103.dat,459.9434082
F055_CMPPMD/F055-CREFA02-104.dat,462.5961426
F055_CMPPMD/F055-CREFA02-105.dat,469.553418
F055_CMPPMD/F055-CREFA02-106.dat,467.2865234
F055_CMPPMD/F055-CREFA02-107.dat,467.3029785
F055_CMPPMD/F055-CREFA02-108.dat,465.4833008
F055_CMPPMD/F055-CREFA02-109.dat,458.7087891
F055_CMPPMD/F055-CREFA02-110.dat,482.1875977
F055_CMPPMD/F055-CREFA02-111.dat,475.7743164
F055_CMPPMD/F055-CREFA02-112.dat,476.6695801
F055_CMPPMD/F055-CREFA02-113.dat,477.6845215
F055_CMPPMD/F055-CREFA02-114.dat,483.9516602
F055_CMPPMD/F055-CREFA02-115.dat,480.2157227
F055_CMPPMD/F055-CREFA02-116.dat,484.1487793
F055_CMPPMD/F055-CREFA02-117.dat,483.1290039
F055_CMPPMD/F055-CREFA02-118.dat,475.959668
F055_CMPPMD/F055-CREFA02-119.dat,470.6222168
F055_CMPPMD/F055-CREFA02-154.dat,462.4085449
F055_CMPPMD/F055-CREFA02-155.dat,462.2188965
